facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
missing,Lamb-Morton-and-Garcia,missing,0,st. george,2023-05-05,2024-10-11,58962441272442,needs upgrade,12.72442,-58.96244
208,Best-Frederick Clinic,community health center,358,christ church,2024-12-25,2020-08-22,59266091303765,missing,13.03765,-59.26609
209,Wilson and Sons Clinic,missing,33,st. james,2023-10-23,2018-01-12,58731951288859,good,12.88859,-58.73195
HF0210,Vasquez-PLC,community health center,193,st. john,2022-08-02,2021-01-22,13266845875149,,13.26684,-58.75149
00211,Marquez-Rodgers Infirmary,polyclinic,260,st. james,2018-05-22,2024-07-01,,followup ,13.0,-59.0
missing,Garcia-Singleton Health Centre,community health center,0,st. lucy,2018-02-08,2019-02-02,,missing,13.0,-59.0
ae7f62,Jones-Griffith,missing,19,st. andrew,2018-12-22,2019-03-07,,missing,13.0,-59.0
missing,Cervantes Ltd,clinic,20,st. michael,2025-07-01,2024-09-21,59271961307802,reinspection due,13.07802,-59.27196
215,Bautista-Wilson Health Centre,polyclinic,10,st. lucy,2020-09-17,2021-01-19,58728841309899,followup ,13.09899,-58.72884
216,Jackson-Gordon Health Centre,community health center,0,st. andrew,2023-05-20,2023-11-27,59006581296594,missing,12.96594,-59.00658
217,Cummings-Todd Infirmary,health center,0,christ church,2019-06-13,2021-08-29,12928955884986,needs upgrade,12.92895,-58.84986
61be3b,Lee-Smith,missing,0,st. lucy,2022-12-12,2018-06-23,59075441313954,missing,13.13954,-59.07544
missing,Rivera LLC,health center,6,st. lucy,2019-12-05,2019-03-24,59270981303333,,13.03333,-59.27098
HF0220,Simmons Ltd Hospital,community health center,0,st. joseph,2018-02-19,2018-09-11,58906841317857,,13.17857,-58.90684
missing,King Wade and Barker Polyclinic,health center,312,st. lucy,2022-07-12,2021-08-26,12447584959,,12.447,-58.495
00222,Moore-Thomas-and-Mcfarland Hosp,clinic,0,st. george,2018-03-18,2024-03-20,58752621318028,needs upgrade,13.18028,-58.75262
223,Becker-Fernandez Medical Center,missing,495,st. peter,2023-05-27,2023-12-18,12840235873843,missing,12.84023,-58.73843
00224,Ramos-Ingram Medical Center,community health center,72,christ church,2022-05-15,2024-02-26,,followup ,13.0,-59.0
00225,Hall Lane and Hall Hospital,hospital,0,christ church,2021-03-14,2019-11-26,58736071311419,,13.11419,-58.73607
00225,Hall Lane and Hall Hosp,hospital,0,christ church,2021-03-14,2019-11-26,58736071311419,,13.11419,-58.73607
missing,Hall-Maxwell Hosp,community health center,331,st. lucy,2021-12-12,2024-04-26,59286911277224,missing,12.77224,-59.28691
227,Anderson-Osborn Health Centre,polyclinic,460,st. peter,2025-11-29,2019-05-08,,followup ,13.0,-59.0
missing,Nelson Ltd Hospital,clinic,298,st. joseph,2017-01-03,2019-01-10,,followup ,13.0,-59.0
229,Palmer Group Polyclinic,hospital,10,st. peter,2016-02-12,2023-07-24,13079055886479,needs upgrade,13.07905,-58.86479
229,Palmer Group Polyclinic,hospital,10,st. peter,2016-02-12,2023-07-24,13079055886479,needs upgrade,13.07905,-58.86479
c9cf95,Patterson Johnson and Richards,clinic,395,st. peter,2020-10-23,2018-05-03,13017584313,reinspection due,13.017,-58.431
231,Oliver-Henderson-and-Allen Hospital,community health center,103,missing,2022-06-25,2024-07-20,58734161282374,good,12.82374,-58.73416
missing,Smith Briggs and Vasquez Hospital,polyclinic,0,st. lucy,2016-06-08,2022-02-27,12573458555,,12.573,-45.855
HF0233,Ruiz PLC Infirmary,hospital,0,christ church,2023-03-03,2019-08-30,,,13.0,-59.0
HF0234,Thomas Ltd Polyclinic,polyclinic,197,st. george,2019-11-01,2019-03-09,58948911310651,,13.10651,-58.94891
235,Daniel PLC Health Centre,community health center,0,st. joseph,2021-07-19,2021-03-05,12575958538,needs upgrade,12.575,-95.853
00236,Schaefer Sanders and Wilson Infirmary,hospital,55,st. michael,2022-12-01,2018-04-14,,,13.0,-59.0
237,Stephenson Inc Clinic,missing,0,st. andrew,2016-01-06,2023-11-28,13113559830,,13.113,-55.983
398a27,Foster-Jones Infirmary,community health center,160,st. john,2022-10-07,2021-05-06,59063391284998,reinspection due,12.84998,-59.06339
HF0239,Henry Sharp and Mcguire Health Centre,clinic,393,st. john,2025-02-22,2024-01-09,125629584311,reinspection due,12.5629,-58.4311
missing,Vasquez-Deleon,hospital,268,st. michael,2024-09-21,2023-05-22,58829511273270,,12.7327,-58.82951
missing,Smith Norris and Mejia Health Centre,missing,10,st. george,2017-03-03,2023-12-22,59225121324146,needs upgrade,13.24146,-59.22512
missing,Wood Ltd Medical Center,community health center,282,st. lucy,2016-08-23,2020-09-30,131258566,reinspection due,13.12,-58.56
missing,Montgomery-Martinez Hosp,hospital,75,st. lucy,2024-11-08,2018-11-20,59151761302310,,13.0231,-59.15176
244,Ibarra-Neal Clinic,polyclinic,0,st. joseph,2019-12-19,2022-04-02,1317458506,,13.174,-58.506
244,Ibarra-Neal Clin,polyclinic,0,st. joseph,2019-12-19,2022-04-02,1317458506,,13.174,-58.506
HF0245,Wilkins Dominguez and Guerra,health center,220,st. lucy,2023-03-09,2025-08-06,,reinspection due,13.0,-59.0
00246,White Townsend and Green Infirmary,missing,0,st. george,2019-08-24,2021-06-12,58979551278830,,12.7883,-58.97955
a11eb6,Smith and Sons Hosp,missing,10,st. joseph,2024-02-24,2022-03-25,13153695904266,,13.15369,-59.04266
248,Love-Brown,missing,46,st. joseph,2025-11-06,2020-11-12,13267375881105,,13.26737,-58.81105
249,Blackburn-Garrett Hospital,community health center,42,christ church,2020-02-11,2018-02-11,13063595918586,,13.06359,-59.18586
missing,Perkins-Avila,community health center,429,st. michael,2016-09-12,2021-11-03,59161181327394,missing,13.27394,-59.16118
251,Davis LLC Polyclinic,health center,378,st. james,2020-10-19,2024-11-26,59193731291238,good,12.91238,-59.19373
252,Hernandez and Sons Hosp,community health center,10,st. james,2025-12-01,2025-09-23,,missing,13.0,-59.0
252,Hernandez and Sons Hosp,community health center,10,st. james,2025-12-01,2025-09-23,,missing,13.0,-59.0
253,Mcknight Allen and Horton,clinic,0,st. joseph,2022-09-27,2022-08-24,59101411324397,good,13.24397,-59.10141
missing,Gonzalez Smith and Davis,community health center,10,st. peter,2023-08-10,2023-01-24,,,13.0,-59.0
255,Walker-Bell Infirmary,clinic,0,st. lucy,2019-02-01,2020-11-12,,,13.0,-59.0
missing,Hicks PLC Hosp,missing,340,st. michael,2023-12-02,2022-01-01,58980171303068,,13.03068,-58.98017
missing,Sanders Hughes and Lawson Infirmary,health center,253,st. peter,2021-08-31,2019-10-22,59276021295668,followup ,12.95668,-59.27602
HF0258,Russell-Castro Clinic,health center,0,st. james,2025-10-06,2020-01-09,58763471300458,missing,13.00458,-58.76347
missing,Gordon Cooley and Day Hosp,health center,484,christ church,2019-06-25,2019-08-24,59067671273528,followup ,12.73528,-59.06767
HF0260,Weaver-Hoover Medical Center,community health center,36,st. james,2023-08-08,2025-04-12,13103758466,missing,13.103,-75.846
00261,Sherman-Pennington Medical Center,clinic,295,st. peter,2025-08-31,2025-07-07,12423658527,missing,12.423,-65.852
00262,Daugherty and Sons,community health center,420,missing,2017-01-31,2020-11-20,12808195879169,,12.80819,-58.79169
263,Morgan-Monroe,health center,285,st. michael,2024-05-15,2025-02-15,1259355928,followup ,12.593,-55.928
263,Morgan-Monroe,health center,285,st. michael,2024-05-15,2025-02-15,1259355928,followup ,12.593,-55.928
HF0264,Johnson Berg and Boone Infirmary,clinic,0,st. michael,2025-09-15,2020-02-09,13552584735,missing,13.552,-58.473
HF0264,Johnson Berg and Boone Infirmary,clinic,0,st. michael,2025-09-15,2020-02-09,13552584735,missing,13.552,-58.473
HF0265,Fletcher Ltd Polyclinic,community health center,374,st. george,2020-09-04,2024-01-07,,followup ,13.0,-59.0
266,Chambers Gray and Brooks,community health center,193,st. lucy,2020-09-16,2023-02-02,12531659242,,12.531,-65.924
missing,Williams-Bailey Medical Center,hospital,290,st. john,2025-09-29,2021-04-27,,missing,13.0,-59.0
00268,Lane-Hughes Hospital,polyclinic,130,st. michael,2025-01-29,2020-08-11,58991851322022,needs upgrade,13.22022,-58.99185
269,Harrell Walker and Mcintyre Hosp,community health center,481,st. james,2016-02-09,2020-04-05,,needs upgrade,13.0,-59.0
missing,Butler-Miller Polyclinic,community health center,0,st. george,2018-12-13,2022-09-19,,needs upgrade,13.0,-59.0
bfa6e8,Thompson-Riley Polyclinic,missing,266,st. peter,2018-01-29,2023-01-12,58746881290892,needs upgrade,12.90892,-58.74688
HF0272,French Group,polyclinic,234,st. lucy,2019-08-24,2021-05-27,59057861318418,,13.18418,-59.05786
00273,Joyce-Williams-and-Rodriguez Hospital,community health center,350,st. peter,2023-11-22,2020-04-09,58752821302106,good,13.02106,-58.75282
missing,Calderon George and Gonzales Medical Center,community health center,140,christ church,2016-12-07,2024-11-25,59163961284039,reinspection due,12.84039,-59.16396
missing,Calderon George and Gonzales Medical Center,community health center,140,christ church,2016-12-07,2024-11-25,59163961284039,reinspection due,12.84039,-59.16396
missing,Johnson-Thomas-and-Floyd Infirmary,community health center,10,st. john,2024-02-13,2021-12-23,12926745917478,,12.92674,-59.17478
7c888a,White LLC Clinic,clinic,20,missing,2017-08-06,2020-03-23,58709471320439,good,13.20439,-58.70947
277,Marsh-Villegas,community health center,0,st. george,2022-12-20,2018-09-17,1311859138,needs upgrade,13.118,-59.138
HF0278,Craig-Johnson-and-Boyd Medical Center,clinic,10,st. joseph,2022-02-01,2021-03-19,58707311293976,missing,12.93976,-58.70731
missing,Rodriguez LLC,health center,347,st. lucy,2019-09-05,2023-12-15,59230341315146,reinspection due,13.15146,-59.23034
00280,Preston Weaver and Fernandez Polyclinic,polyclinic,0,st. peter,2018-06-20,2024-09-24,58799411291989,missing,12.91989,-58.79941
00281,Lynch Jones and Estrada Infirmary,hospital,420,st. james,2020-04-05,2019-07-20,125050591559,,12.505,-59.1559
00282,Black-Clayton Medical Center,health center,0,st. joseph,2024-02-26,2023-01-03,13118591440,missing,13.118,-59.144
missing,Estrada-Group  NewLine,polyclinic,159,st. john,2024-08-20,2023-05-20,58793741287380,missing,12.8738,-58.79374
284,Martinez Group Clinic,missing,347,christ church,2025-02-03,2025-01-17,,,13.0,-59.0
missing,Bowman-Nash,clinic,424,st. peter,2022-08-06,2019-02-23,13143395917059,needs upgrade,13.14339,-59.17059
286,Johnson Buchanan and Bowen Medical Center,missing,437,st. joseph,2023-08-12,2021-11-24,58949841281328,reinspection due,12.81328,-58.94984
287,Tanner Ltd Medical Center,polyclinic,170,st. peter,2016-11-13,2023-05-11,12752845893762,reinspection due,12.75284,-58.93762
287,Tanner Ltd Medical Center,polyclinic,170,st. peter,2016-11-13,2023-05-11,12752845893762,reinspection due,12.75284,-58.93762
8ecbf5,Boyd-Davis-and-Elliott Medical Center,polyclinic,146,st. peter,2024-11-13,2024-06-01,58879851305313,needs upgrade,13.05313,-58.87985
289,Carpenter-Russell-and-Oliver Infirmary,hospital,0,st. james,2016-03-05,2018-12-24,59150501285441,missing,12.85441,-59.1505
missing,Estes-Cobb,missing,113,st. andrew,2018-05-09,2018-07-10,131156585553,,13.1156,-58.5553
HF0291,Clark-Kelly,health center,363,st. joseph,2019-04-29,,12956205882999,needs upgrade,12.9562,-58.82999
292,Garcia LLC Hosp,polyclinic,349,st. andrew,2019-09-15,2018-07-14,58754141274465,reinspection due,12.74465,-58.75414
989d88,Fisher-Salazar Health Centre,health center,0,st. michael,2024-05-13,2024-10-08,59025761271052,followup ,12.71052,-59.02576
missing,Murphy-Rodriguez Polyclinic,community health center,382,st. george,2016-10-06,2020-04-15,59214141279787,reinspection due,12.79787,-59.21414
295,Ferguson Ltd,clinic,306,st. andrew,2022-12-28,2020-02-09,13166065876883,,13.16606,-58.76883
296,Choi-Castillo-and-Baldwin Polyclinic,missing,10,st. james,2016-11-09,2024-03-08,,followup ,13.0,-59.0
296,Choi-Castillo-and-Baldwin Polyclinic,missing,10,st. james,2016-11-09,2024-03-08,,followup ,13.0,-59.0
297,Hill-Turner Health Centre,hospital,90,st. lucy,2025-09-21,2021-03-06,,followup ,13.0,-59.0
HF0298,Stewart Raymond and Mack Hosp,clinic,133,st. michael,2025-06-05,2022-07-09,13174895885732,,13.17489,-58.85732
missing,David Harris and Jacobson,health center,0,st. joseph,2025-04-10,2021-10-09,59054291314372,needs upgrade,13.14372,-59.05429
00300,Collins Group Clinic,health center,0,st. lucy,2019-06-02,2022-01-18,12969065924064,,12.96906,-59.24064
missing,Nelson-Inc Infirmary,clinic,366,christ church,2016-04-05,2023-12-10,58828831309784,reinspection due,13.09784,-58.82883
00302,Wilson Inc Medical Center,hospital,231,christ church,2022-08-12,2020-11-27,1344585518,missing,13.445,-85.518
missing,Calhoun-Gibbs Medical Center,hospital,124,st. joseph,2021-08-20,2025-07-27,58766641277968,,12.77968,-58.76664
HF0304,Fritz Inc Polyclinic,community health center,0,st. michael,2017-01-29,2022-01-16,,reinspection due,13.0,-59.0
89d929,Arnold LLC Clinic,missing,105,st. peter,2019-11-25,2023-06-07,12876895897436,good,12.87689,-58.97436
89d929,Arnold LLC Clin,missing,105,st. peter,2019-11-25,2023-06-07,12876895897436,good,12.87689,-58.97436
00306,Jacobs Sanchez and Hutchinson Infirmary,polyclinic,2,st. peter,2016-01-29,2018-03-19,58787731303776,,13.03776,-58.78773
e4fa0a,Wilson Brock and Silva Infirmary,polyclinic,213,st. joseph,2024-01-03,2022-08-30,,missing,13.0,-59.0
HF0308,Snyder-Reyes Infirmary,community health center,0,st. andrew,2021-10-05,2025-12-22,58733931312082,missing,13.12082,-58.73393
f9df2f,Baker Adams and Lin Medical Center,missing,151,st. andrew,2019-02-22,2018-06-10,13164159249,missing,13.164,-15.924
missing,Montgomery-Nichols,clinic,10,st. michael,2024-03-24,2022-12-10,59290241292340,,12.9234,-59.29024
missing,Moses and Sons Infirmary,health center,10,st. joseph,2022-03-19,2024-04-24,59297081306104,,13.06104,-59.29708
312,Goodman Hayes and Miller,hospital,436,st. john,2024-01-29,2020-04-24,,,13.0,-59.0
313,Aguilar West and White,health center,0,st. peter,2020-08-15,2019-08-09,58803551286355,,12.86355,-58.80355
00314,Garcia Ltd Clinic,community health center,0,st. george,2020-10-26,2023-10-26,59222291304153,missing,13.04153,-59.22229
315,Green-Chen Medical Center,missing,141,st. michael,2025-11-04,2018-12-17,13053585232,missing,13.053,-58.523
missing,Harrington-Carrillo-and-Tucker,community health center,10,st. andrew,2022-06-14,2023-10-14,58976081318949,missing,13.18949,-58.97608
317,Rivera-Hernandez-and-Murphy,community health center,12,st. joseph,2023-06-22,2020-10-30,59283291290553,needs upgrade,12.90553,-59.28329
HF0318,Gomez-Brown,health center,327,st. george,2022-12-02,2022-06-10,,,13.0,-59.0
missing,Gross Robbins and Jones Polyclinic,missing,0,christ church,2020-02-15,2019-09-10,12552859437,,12.552,-85.943
HF0320,Holmes Salas and Townsend,polyclinic,0,st. michael,2024-10-10,2025-06-21,12975685885621,reinspection due,12.97568,-58.85621
HF0321,Wade LLC Polyclinic,community health center,68,missing,2021-02-09,2025-05-07,58846651313860,missing,13.1386,-58.84665
00322,Livingston-Lewis,missing,131,st. michael,2023-11-10,2020-08-09,12474259641,needs upgrade,12.474,-25.964
missing,Dixon Ltd Polyclinic,clinic,361,christ church,2024-04-29,2018-03-23,12522559041,reinspection due,12.522,-55.904
f065bc,Parsons PLC Medical Center,community health center,412,missing,2025-12-30,2018-12-14,59129661313049,missing,13.13049,-59.12966
325,Townsend-Pena Infirmary,health center,215,christ church,2023-02-23,2018-06-07,125817584644,,12.5817,-58.4644
326,Bernard-Simpson Health Centre,health center,383,st. andrew,2020-03-22,2025-06-17,131135585144,needs upgrade,13.1135,-58.5144
327,Ellis LLC Health Centre,missing,57,st. peter,2016-01-03,2020-08-14,,missing,13.0,-59.0
missing,Russell-Benitez-and-Waters Hospital,missing,214,st. james,2025-04-05,2024-06-28,,,13.0,-59.0
missing,Nelson Tucker and Estes,community health center,127,missing,2020-07-19,2024-08-30,59299831291303,reinspection due,12.91303,-59.29983
HF0330,Wilson-Zavala Infirmary,health center,0,st. john,2019-03-27,2024-02-06,59130341329299,followup ,13.29299,-59.13034
HF0330,Wilson-Zavala Infirmary,health center,0,st. john,2019-03-27,2024-02-06,59130341329299,followup ,13.29299,-59.13034
missing,Boone Shah and Johnson Hospital,clinic,0,st. lucy,2023-02-11,2018-09-13,59269021299429,missing,12.99429,-59.26902
00332,Johnson Park and Calderon Clinic,polyclinic,10,st. john,2024-10-25,2023-04-14,12914255924324,missing,12.91425,-59.24324
missing,Cooper-Brewer,health center,6,st. lucy,2016-05-29,2023-05-24,59050191287089,,12.87089,-59.05019
b9ad32,Martinez Mendoza and Horton Infirmary,health center,0,st. lucy,2022-09-10,2025-12-30,58718661306736,good,13.06736,-58.71866
2e45c5,Payne Ware and Liu Hospital,health center,0,st. john,2023-11-07,2025-04-26,59298591271337,good,12.71337,-59.29859
37666a,Hall Group Infirmary,missing,294,st. john,2018-07-28,2024-10-18,13845585329,missing,13.845,-58.532
decde8,Simmons-Washington,missing,455,st. john,2022-12-19,2018-09-13,,followup ,13.0,-59.0
decde8,Simmons-Washington,missing,455,st. john,2022-12-19,2018-09-13,,followup ,13.0,-59.0
338,Moreno PLC,polyclinic,10,missing,2017-03-10,2024-09-25,59003271300152,good,13.00152,-59.00327
339,Gilbert-Phillips Polyclinic,community health center,65,st. joseph,2019-12-29,2024-06-07,,needs upgrade,13.0,-59.0
340,Odom-Inc,hospital,127,christ church,2019-04-13,2020-04-21,59206381281452,needs upgrade,12.81452,-59.20638
HF0341,Harper Russell and Manning Polyclinic,health center,102,st. lucy,2025-07-26,2020-09-11,12872415907582,reinspection due,12.87241,-59.07582
9c0c31,Baldwin-Anderson-and-Dodson Infirmary,polyclinic,103,st. joseph,2020-09-16,2025-06-08,,,13.0,-59.0
9c0c31,Baldwin-Anderson-and-Dodson Infirmary,polyclinic,103,st. joseph,2020-09-16,2025-06-08,,,13.0,-59.0
64f55a,Hudson-Perez Medical Center,community health center,462,st. lucy,2017-03-10,2022-06-15,,good,13.0,-59.0
missing,Neal Lopez and Madden Hospital,missing,0,st. george,2018-08-24,2020-01-31,59004391309140,,13.0914,-59.00439
missing,Perez-Evans Polyclinic,missing,0,st. andrew,2019-03-08,2018-12-31,58752351317215,,13.17215,-58.75235
abfc47,Klein PLC Medical Center,hospital,10,st. john,2017-02-28,2023-08-16,,,13.0,-59.0
